,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,y
14029,3.5,3680,11491,11,3,0,2,16,565592.3623,5268288.675,6.088136089
14030,1,1010,8800,7,4,0,0,47,559901.2243,5236150.997,5.311753861
14031,2.25,2520,7975,9,4,0,0,25,561331.515,5279990.889,5.916453949
14032,1,1050,9206,7,3,0,0,61,552436.5963,5283983.051,5.556302501
14033,1.5,1560,9600,7,4,0,0,54,562807.1969,5282385.276,5.525044807
14034,2.25,2110,11319,8,4,0,0,37,567094.9143,5288013.109,5.680335513
14035,3.5,3931,9497,10,3,0,0,1,546417.0065,5238774.591,5.653212514
14036,2.5,1680,2801,7,3,0,0,4,561393.9796,5288283.451,5.64246452
14037,2.75,2500,12848,8,3,0,1,40,551296.3732,5242771.639,5.591064607
14038,1,1250,10723,7,4,0,0,54,565159.0168,5259914.277,5.491361694
14039,1.5,2000,7294,7,3,0,0,50,555173.4728,5264290.818,5.574031268
14040,3.5,2770,3330,8,3,0,0,14,566934.7531,5275862.209,5.873901598
14041,1,1040,5000,7,3,0,0,56,548339.9327,5262285.311,5.337359412
14042,2.25,2030,7350,7,4,0,0,38,565580.9675,5282649.327,5.769377326
14043,1.5,1600,9072,7,4,0,0,52,559187.0404,5246991.355,5.427323786
14044,1,1330,10500,7,3,0,0,52,560297.9475,5285537.628,5.58759873
14045,1.5,1400,1650,7,3,0,0,16,553246.3892,5285668.763,5.481442629
14046,1.75,1920,9500,7,4,0,0,49,561902.3341,5268648.526,5.857043474
14047,2.25,2910,15626,9,4,0,0,92,544155.0733,5277945.701,6.257678575
14048,1.75,2320,7875,8,3,0,0,48,564375.58,5255793.137,5.562064354
14049,3.5,2760,4000,8,3,0,2,89,547084.5876,5268554.683,5.883661435
14050,1.5,1320,4400,6,3,0,0,106,553197.0233,5274653.544,5.544068044
14051,2.5,1960,11600,6,5,0,0,84,558827.1794,5237662.835,5.33243846
14052,1.5,1460,11407,7,3,0,0,61,552922.2896,5288311.149,5.580924976
14053,1,1370,6000,7,3,0,0,60,549793.5198,5259596.715,5.389166084
14054,1.75,1340,6300,7,3,0,0,43,558650.0336,5285320.681,5.549003262
14055,2.5,2750,10159,10,3,0,0,24,565093.1855,5265826.677,5.90982337
14056,2,1300,3608,7,3,0,0,11,552177.4001,5245657.942,5.361727836
14057,2.5,1940,8347,8,3,0,0,25,563122.5923,5246109.791,5.51054501
14058,1,1250,9035,7,4,0,0,45,552792.8589,5235960.838,5.361727836
14059,1.75,2230,13529,9,3,0,0,66,558835.3005,5274407.641,6.161368002
14060,1,1440,4300,8,3,0,0,86,547130.6211,5281447.904,5.77815125
14061,1.5,1048,4800,7,3,0,0,73,559373.977,5258352.275,5.300921408
14062,1.5,1630,11662,7,3,0,0,72,554432.4234,5254925.485,5.269162565
14063,2.75,2660,8737,8,5,0,4,46,563558.9998,5268488.487,6.041392685
14064,1.75,1720,12540,7,4,0,0,59,561900.4487,5268826.344,5.69019608
14065,1,1500,6250,6,3,0,0,70,547565.0047,5264979.743,5.436162647
14066,2,1070,649,9,3,0,0,7,548406.8578,5263297.27,5.414889822
14067,2.5,2000,13300,7,4,0,0,47,553319.4138,5244634.567,5.462397998
14068,1,1110,4800,7,3,0,0,69,546679.438,5281555.41,5.725911632
14069,2,1420,9191,7,5,0,2,87,551020.2637,5282947.88,5.772688355
14070,1,910,4662,6,5,0,0,73,548630.9494,5263510.302,5.447158031
14071,2.5,1520,1304,8,3,0,0,9,546278.4417,5265869.676,5.641474111
14072,2.5,2140,2868,8,3,0,0,8,565164.498,5279632.413,5.823474229
14073,1,1000,19204,7,3,0,0,47,569453.3508,5240768.285,5.396199347
14074,1,850,8050,6,2,0,0,109,553579.5486,5265720.883,5.69019608
14075,2.5,2830,8630,10,3,0,0,14,569017.8992,5277598.277,5.900367129
14076,1,950,3960,7,3,0,0,74,549753.7032,5281892.115,5.683047038
14077,2.25,1980,10115,8,3,0,0,56,562045.03,5276441.633,5.806179974
14078,1,920,5120,7,5,0,0,63,545590.5297,5267231.331,5.602059991
14079,2,1760,5000,7,5,0,0,95,544841.6974,5276550.522,5.798650645
14080,2.5,1620,1173,8,3,0,4,7,548421.8012,5279613.479,5.763427994
14081,2.5,2810,6481,9,3,0,0,17,562556.8258,5242502.653,5.531478917
14082,2.5,2790,8111,9,3,0,0,11,566641.0449,5255462.779,5.648360011
14083,2.5,1360,1489,8,3,0,0,8,547252.727,5266366.505,5.537819095
14084,1,2298,10140,7,3,0,0,46,568811.4128,5282353.21,5.57054294
14085,2.5,2450,4247,8,3,0,0,2,566542.549,5283871.827,5.85260075
14086,2.5,2450,3582,9,3,0,0,7,563007.0214,5291624.222,5.742332282
14087,2,980,5000,6,3,0,0,75,552022.6945,5271519.73,5.638489257
14088,2,1860,7400,8,3,0,0,93,548840.2559,5256465.575,5.58546073
14089,2,890,5000,6,3,0,0,98,555413.9205,5262748.166,5.317958925
14090,1,1200,10800,7,4,0,0,60,564373.6428,5269653.371,5.591064607
14091,0.75,850,8573,6,3,0,0,70,548498.9982,5261264.109,5.122215878
14092,1,1250,5413,7,4,0,0,92,551398.7524,5282573.312,5.7084209
14093,2.75,3010,7215,9,3,0,0,1,561677.6175,5282751.096,5.944457996
14094,2.5,3260,5974,9,3,0,1,8,555018.5893,5280683.572,6.021189299
14095,1.5,1160,6400,7,4,0,0,40,547019.3038,5239090.554,5.298853076
14096,2.5,1870,3480,7,3,0,0,13,561550.6375,5259175.002,5.511883361
14097,2.5,2820,10208,8,4,0,1,61,555455.1086,5289990.943,5.653212514
14098,1,1400,7410,6,3,0,0,71,549499.8074,5258693.965,5.390935107
14099,1,1310,3963,7,5,0,0,29,567846.6675,5281419.295,5.62324929
14100,2.5,2540,8073,8,4,0,0,78,548000.992,5285111.759,5.812913357
14101,3.5,2440,3052,8,3,0,0,9,551987.0948,5267073.585,5.67669361
14102,1.5,2020,11358,6,4,0,0,59,561188.7406,5279289.137,5.667452953
14103,3,2260,2400,7,3,0,0,106,551858.1071,5273118.769,5.70969387
14104,1.75,1330,2159,8,4,0,0,36,551327.4807,5247862.178,5.305781151
14105,1.75,1150,6600,6,4,0,0,45,561180.7932,5280044.878,5.568201724
14106,1.75,1870,6000,8,5,0,0,66,545139.8173,5276852.916,5.84509804
14107,1,1110,6000,7,3,0,0,111,548291.9388,5277167.183,5.740362689
14108,1.5,1200,8040,7,4,0,0,56,549640.7861,5259839.933,5.446381812
14109,3,2800,5800,9,3,0,0,62,544083.4302,5277489.463,6.011993115
14110,1.75,1300,11230,7,5,0,0,47,568916.0185,5247919.859,5.365487985
14111,2.5,2340,10005,8,4,0,0,37,565367.0518,5254770.434,5.574031268
14112,2.5,2200,10800,8,3,0,0,51,553346.3868,5291104.891,5.6599162
14113,3,1860,7440,7,5,0,0,61,556104.6404,5261387.658,5.479071196
14114,1,1130,5413,7,3,0,0,76,551396.1973,5282862.274,5.646403726
14115,2.5,2480,4602,9,3,0,0,15,562967.2623,5281464.449,5.924279286
14116,1,880,6171,7,4,0,0,66,553617.2569,5286116.772,5.578065884
14117,1.75,1900,10297,8,4,0,0,49,563525.4807,5271566.971,5.752816431
14118,1.75,1990,4725,7,4,0,0,71,546669.8591,5263972.238,5.648360011
14119,2.5,2380,7066,7,4,0,0,18,562479.7847,5249748.496,5.552668216
14120,1.75,1630,15600,7,3,0,0,57,562671.2547,5281072.221,5.717670503
14121,1,1410,3376,7,5,0,0,104,547677.9076,5278773.739,5.750508395
14122,2,2190,14439,7,4,0,0,38,553705.3249,5235435.602,5.447158031
14123,2,2010,4000,7,5,0,0,100,550377.8172,5279152.154,5.942008053
14124,2.5,2740,11872,9,3,0,0,25,545730.7641,5239524.968,5.559906625
14125,2,1757,19370,7,5,0,2,60,551916.4018,5249556.709,5.574031268
14126,1.5,1280,7400,7,3,0,0,57,565921.2384,5272471.648,5.565139152
14127,2.5,2780,8225,9,3,0,1,25,551131.2763,5244381.745,5.653115993
14128,2.5,2610,4595,8,3,0,0,7,557315.5061,5291331.731,5.728353782
14129,2.75,3140,9085,8,5,0,2,54,563181.9513,5268573.314,5.963787827
14130,1.75,1090,4500,8,5,0,0,86,556016.3492,5262742.79,5.465382851
14131,1,1200,4000,6,4,0,0,92,552706.215,5270758.957,5.641474111
14132,3.25,4060,13000,11,3,0,3,15,556698.7826,5270007.243,6.254064453
14133,2.5,2150,7670,7,5,0,0,39,561201.626,5249290.457,5.361633414
14134,1.75,2270,9000,8,4,0,0,37,546788.9051,5239544.39,5.411619706
14135,2.25,2470,7658,8,4,0,0,61,543855.0345,5277898.974,5.953276337
14136,2.25,1610,7423,7,4,0,0,25,568626.8033,5246827.227,5.414973348
14137,1,940,7590,6,4,0,0,56,566120.5113,5274785.854,5.638489257
14138,2.5,1320,1157,8,3,0,0,1,547820.4923,5279697.422,5.698926573
14139,1.5,1400,7550,7,4,0,0,62,549688.8998,5289460.732,5.618309641
14140,3.5,4310,7760,10,3,0,0,2,563603.7492,5264376.455,6.06991218
14141,3.75,4410,8112,11,3,0,4,12,545713.2226,5270777.777,6.210853365
14142,2.5,1770,9450,8,3,0,0,27,555015.6006,5240938.045,5.462323113
14143,2.5,1861,1587,8,3,0,0,8,559341.2623,5283738.245,5.698100546
14144,2.5,1630,5996,7,3,0,0,29,561034.0486,5258135.93,5.544068044
14145,2,1560,7500,7,4,0,0,47,561413.8503,5286405.191,5.64246452
14146,2.5,1740,7895,7,3,0,0,16,554238.9025,5243209.243,5.480006943
14147,1,1090,3160,7,3,0,0,89,549275.4348,5276330.712,5.675778342
14148,2,1600,7995,7,3,0,0,65,555938.933,5262964.341,5.52179165
14149,2.75,3527,7200,7,3,0,0,10,552837.0065,5247886.67,5.531478917
14150,3.25,2590,3889,9,3,0,0,2,564464.067,5275078.516,5.880813592
14151,2.5,2960,4760,8,3,0,0,115,551230.176,5276147.514,6.006466042
14152,1,1150,5217,7,3,0,0,64,553513.9302,5281047.438,5.689308859
14153,1.75,1790,12000,6,5,0,0,71,556281.1464,5235037.277,5.300812794
14154,3.25,2500,5801,8,3,0,0,89,553338.2409,5275644.045,6.057666104
14155,1.75,1960,5000,6,5,0,0,104,551382.6787,5267357.214,5.618048097
14156,2.25,1420,1230,8,3,0,0,6,553551.4187,5268788.25,5.62838893
14157,3.5,4560,16643,12,3,0,3,20,566586.1864,5266899.427,6.079181246
14158,2.5,1780,2493,8,3,0,0,34,548194.4669,5279867.228,5.800373355
14159,1.75,1010,8580,7,3,0,0,54,562007.2518,5279986.938,5.544068044
14160,4.25,4285,9345,10,3,0,0,2,560173.135,5275844.014,6.276461804
14161,1,1150,8138,7,3,0,0,61,550607.2387,5287290.159,5.521138084
14162,2.25,1790,13200,7,3,0,0,36,561418.4891,5257406.379,5.294466226
14163,1.75,1350,2653,7,3,0,0,29,561229.526,5282546.287,5.607455023
14164,2.5,2380,16080,9,4,0,2,51,546219.3588,5263824.173,5.993876915
14165,1.75,1740,9500,8,4,0,3,57,547831.2995,5260024.928,5.767155866
14166,2.5,2430,6325,8,4,0,0,96,548521.6951,5276635.592,5.995635195
14167,2.75,4910,15139,10,4,0,0,51,558583.0492,5277072.676,6.188787913
14168,2.5,1690,4080,7,4,0,0,103,546607.2413,5281199.163,5.771954749
14169,3.25,3950,11438,10,3,0,2,9,560858.5358,5282142.247,6.152288344
14170,1.5,1340,1402,8,3,0,0,7,552330.3804,5270744.459,5.591064607
14171,2.5,2110,8304,7,4,0,0,30,562454.3756,5245035.664,5.460897843
14172,2.5,1850,10109,8,3,0,0,24,557827.5828,5285056.788,5.728353782
14173,1.5,1860,9003,7,3,0,0,60,555453.5145,5290157.654,5.618048097
14174,2.25,2400,7738,8,3,0,0,51,550501.8536,5256079.543,5.444044796
14175,1,900,5016,6,3,0,0,67,554031.7788,5265647.245,5.386498966
14176,2,1830,17321,7,4,0,0,67,554820.5537,5261786.725,5.469822016
14177,2.5,2310,8303,7,3,0,0,40,559172.0865,5285614.969,5.672051654
14178,1,1230,8114,7,4,0,0,64,560457.246,5270178.348,5.783188691
14179,1.75,2230,9625,8,3,0,4,60,556928.1611,5261895.768,5.618048097
14180,2.75,3250,8100,8,3,0,0,1,551680.3038,5284665.394,5.856124444
14181,1.75,2290,7765,6,3,0,0,79,548727.9779,5260899.239,5.393575203
14182,2.5,1680,4584,7,3,0,0,12,561630.3017,5258764.596,5.505149978
14183,1,910,6232,6,3,0,0,72,554793.8915,5264631.8,5.190331698
14184,3.25,2720,4000,10,3,0,1,1,555146.5128,5267147.017,5.927370363
14185,1,1870,4984,7,3,0,0,60,545798.6124,5269478.062,5.698926573
14186,2.5,1950,7350,7,3,0,0,52,565027.7615,5278430.442,5.58546073
14187,2.5,1160,1458,8,3,0,0,3,547097.198,5276301.576,5.720159303
14188,3,2430,10500,8,4,0,0,32,552053.2788,5234053.778,5.434568904
14189,1.75,1600,8400,8,5,0,0,52,561775.8797,5266379.753,5.681241237
14190,2.5,2820,10125,8,3,0,0,7,552169.2878,5288682.237,5.835690571
14191,2.5,1960,11798,8,3,0,0,16,560067.8274,5242065.498,5.474216264
14192,2.25,2640,14959,7,4,0,0,86,557559.3396,5274250.407,6.145507171
14193,2,2320,9420,7,5,0,0,63,560536.5324,5262521.071,5.639785213
14194,2.25,1995,7102,8,4,0,0,34,547628.5422,5238539.752,5.424881637
14195,2,3160,11193,6,5,0,0,73,561462.9324,5260352.241,5.565847819
14196,2.5,2110,10100,8,3,0,2,47,563859.5042,5268525.111,5.991669007
14197,2,1860,3600,7,3,0,0,100,552909.489,5273217.133,5.770852012
14198,3.5,3310,4684,9,3,0,0,1,545947.3555,5269690.404,5.999978285
14199,1,1100,4000,7,3,0,0,109,548824.4671,5276360.258,5.755874856
14200,2.5,2890,17349,8,3,0,0,21,549911.9876,5236735.96,5.477121255
14201,2.5,1430,1002,8,3,0,0,13,548844.315,5282940.301,5.542825427
14202,0.75,1330,2856,7,4,0,0,99,547386.8897,5268379.298,5.602005701
14203,1.5,1510,2001,8,4,0,0,30,563643.4362,5274535.972,5.648360011
14204,2.5,2460,12600,8,4,0,0,45,566460.2712,5258106.062,5.607455023
14205,2.75,2680,16934,7,4,0,0,57,547861.0421,5265593.45,5.648360011
14206,1,700,5200,5,5,0,0,63,562217.6858,5260215.723,5.300921408
14207,1.75,1730,6130,7,3,0,0,74,551320.4797,5282939.409,5.760196229
14208,1.75,1590,2500,7,4,0,0,107,552627.153,5279505.505,5.745074792
14209,1.75,1560,10919,7,3,0,0,40,547937.1802,5237775.396,5.372912003
14210,7.5,4050,6504,7,3,0,0,19,552551.6365,5271224.376,5.653212514
14211,2.5,2100,6092,8,3,0,0,2,557039.8638,5288883.69,5.744285158
14212,2.5,1640,6991,7,3,0,0,48,550468.4019,5286010.745,5.591064607
14213,2.5,1820,1866,8,3,0,0,7,549288.2725,5256969.468,5.515211304
14214,1.75,2000,3988,7,4,0,4,57,545785.1813,5271189.575,5.908485019
14215,1,1280,9630,7,3,0,0,47,562716.0033,5290820.763,5.589949601
14216,1.75,1070,1276,8,3,0,0,9,545790.9468,5280014.532,5.665158685
14217,2.5,2740,7571,9,3,0,0,6,561601.4065,5282861.44,5.848804701
14218,2.5,1500,1174,8,3,0,0,1,547820.4923,5279697.422,5.724234896
14219,1,1340,11070,7,4,0,0,37,562080.4174,5244687.156,5.314151738
14220,2.5,1900,4054,7,3,0,0,12,566128.6658,5247398.787,5.477048866
14221,2.5,1500,9636,7,3,0,0,21,561762.872,5288843.128,5.607455023
14222,1.5,1380,6657,7,3,0,0,29,558736.3824,5284198.932,5.658011397
14223,1.75,1830,7969,7,3,0,0,65,559233.6195,5257328.31,5.494850022
14224,2.25,1765,7652,7,3,0,0,19,550795.5285,5239521.999,5.397940009
14225,2.5,3002,6042,8,3,0,0,11,561394.4234,5252504.575,5.596047008
14226,2.25,1760,8287,7,3,0,0,29,554729.2146,5255439.511,5.431363764
14227,3,2031,7702,9,3,0,0,27,549285.0634,5239353.575,5.525044807
14228,2.25,1350,1234,7,3,0,0,8,547923.0751,5267205.545,5.477119807
14229,1.75,1950,7260,8,3,0,0,58,550249.9714,5285253.043,5.556302501
14230,1,1090,6710,5,5,0,0,103,559186.4927,5239533.626,5.341434525
14231,2.5,2340,1919,9,4,0,2,34,559852.0824,5277841.4,5.929418926
14232,1,1010,5408,6,4,0,0,89,557523.795,5247219.359,5.352182518
14233,4,2740,8250,9,4,0,0,25,563716.8761,5247016.481,5.618048097
14234,1,1070,5000,7,3,0,0,91,550224.9743,5279462.044,5.806179974
14235,1.75,2430,8820,8,3,0,2,38,557768.3241,5260703.625,5.698883137
14236,1,920,3780,6,3,0,0,105,548957.1236,5278450.92,5.630427875
14237,2.5,1740,2350,8,3,0,0,19,552823.8582,5274372.283,5.720159303
14238,1,1060,7920,7,4,0,0,47,548291.5159,5268142.192,5.513883186
14239,2.5,1370,1350,7,3,0,0,8,546496.4056,5266849.469,5.565847819
14240,2.5,2700,4275,9,3,0,0,11,550519.5777,5280120.363,6.079181246
14241,1.75,2250,8970,7,4,0,0,49,560896.4082,5285688.37,5.591064607
14242,1.75,1860,6000,8,4,0,2,56,553523.0722,5271877.858,5.860338007
14243,1.75,2150,2527,8,4,0,0,109,550378.6832,5279052.129,5.881954971
14244,1.75,1880,8800,7,3,0,0,55,550220.8904,5262467.872,5.45331834
14245,2.5,2370,15375,9,3,0,2,22,564388.0383,5247779.587,5.62324929
14246,3,1680,6003,7,3,0,0,18,559131.0802,5237521.39,5.361727836
14247,1.75,1540,8223,7,4,0,0,28,568783.9071,5246306.669,5.409933123
14248,2,1700,8043,7,3,0,0,61,553647.681,5258285.915,5.342422681
14249,1,880,3200,7,3,0,0,105,544902.4923,5278407.113,5.618048097
14250,2.5,3480,12696,9,4,0,0,38,563933.5639,5247919.115,5.69019608
14251,4,6300,16065,12,3,0,1,11,559618.7421,5271281.206,6.439332694
14252,2.5,1980,1873,7,3,0,0,19,547372.78,5279360.321,5.763427994
14253,3,2530,5105,8,3,0,0,10,549391.0116,5289235.891,5.711807229
14254,1,1210,7636,7,4,0,0,63,555240.3407,5265180.617,5.660391098
14255,1,1170,3000,7,3,0,0,105,549696.5107,5279802.062,5.722222464
14256,1.75,1490,9112,6,3,0,0,75,549331.0475,5260837.605,5.432969291
14257,1,880,6413,7,3,0,0,65,545501.3532,5269020.047,5.62838893
14258,2.5,2540,8400,7,5,0,0,38,554580.1928,5247135.718,5.431283332
14259,1.75,1880,12821,7,3,0,0,56,552075.6677,5290759.889,5.590841835
14260,3.25,3730,7071,11,3,0,2,30,548457.7704,5275290.196,6.249198357
14261,2.25,2780,15075,7,3,0,0,30,566605.9186,5258552.312,5.643403322
14262,1,1050,6002,7,3,0,0,74,551319.4984,5283050.548,5.617524535
14263,2.25,1840,5752,7,3,0,0,12,560991.8211,5283744.221,5.667452953
14264,2,1440,7950,6,5,0,0,53,569200.8642,5255770.308,5.353146546
14265,2.75,3010,10450,9,3,0,0,19,566626.3597,5283105.829,5.908485019
14266,1.75,1430,8865,7,3,0,0,65,552560.4703,5286874.037,5.51851394
14267,1,1160,18055,5,2,0,0,65,555077.8209,5258454.79,5.260071388
14268,1.75,1300,7958,7,3,0,0,19,560914.0075,5240618.21,5.389343311
14269,1.75,1400,5648,6,5,0,0,98,560536.5324,5262521.071,5.396199347
14270,2.5,2070,6180,8,3,0,0,8,561540.8245,5260108.535,5.612783857
14271,3,2060,3200,8,3,0,0,108,550779.1818,5276176.909,5.903089987
14272,2.5,1870,1058,8,3,0,0,8,549188.3957,5277741.533,5.752048448
14273,1,950,4000,6,3,0,0,105,551743.8597,5269049.813,5.505149978
14274,2,2590,8610,7,4,0,0,57,565684.5957,5273458.222,5.681241237
14275,2.5,2510,5258,7,3,0,0,14,561175.462,5259026.58,5.612783857
14276,1.5,1190,10116,7,3,0,0,47,569061.8895,5248355.049,5.204483552
14277,2.5,2620,8050,8,3,0,0,40,566408.8905,5282436.421,5.740457434
14278,1.75,2360,6000,7,3,0,0,60,548291.5701,5277211.638,5.84509804
14279,1.75,1440,7200,7,3,0,0,29,553978.2368,5255121.346,5.380120754
14280,1.75,1280,7110,7,4,0,0,60,554693.55,5267309.477,5.767155866
14281,2.75,2220,11925,7,3,0,0,62,559716.8191,5276383.951,5.916453949
14282,2.5,3110,6000,8,3,0,2,48,548697.0646,5264611.175,5.638489257
14283,1,1720,9605,7,3,0,0,46,556822.5134,5288114.617,5.447158031
14284,1,1490,6000,7,3,0,0,69,552589.4092,5275370.484,5.759667845
14285,2.5,1900,7000,7,2,0,0,47,547165.509,5239714.101,5.484299839
14286,2.75,2500,7140,7,4,0,0,47,567022.915,5274729.472,5.72427587
14287,1.75,1770,10125,7,3,0,0,71,548515.5072,5286372.001,5.687528961
14288,1,1740,11075,7,3,0,0,50,549924.064,5288262.348,5.491361694
14289,1,1880,5450,8,4,0,0,91,552423.4472,5277113.997,6
14290,1,1670,14695,7,5,0,0,85,560021.2643,5283278.396,5.694605199
14291,2.75,2600,5875,8,5,0,2,86,544670.4012,5269491.547,5.90579588
14292,2.5,3010,6903,9,3,0,0,14,560753.1779,5263412.497,5.788875116
14293,1,1640,5200,7,4,0,0,78,544840.1571,5276750.571,5.711807229
14294,2.75,1770,10534,8,3,0,0,12,554756.9742,5236234.367,5.445604203
14295,1,1530,6450,7,4,0,0,95,545180.569,5281276.821,5.770852012
14296,3.5,3030,11550,8,3,0,2,44,546614.4203,5261482.194,5.84509804
14297,1.75,1440,8560,7,4,0,0,36,557587.9132,5286532.707,5.612783857
14298,2,1700,4080,7,4,0,0,74,545560.0006,5280746.281,5.814247596
14299,2.5,2470,7780,8,3,0,0,13,561120.5431,5242565.366,5.521138084
14300,2,1200,8470,7,4,0,0,54,550021.7103,5241627.038,5.348304863
14301,2.25,2170,8480,8,3,0,0,50,550501.8536,5256079.543,5.498310554
14302,1,1150,7552,7,3,0,0,64,550772.2482,5285568.8,5.542825427
14303,1.5,1730,7464,7,4,0,0,56,552539.1552,5247428.317,5.386320574
14304,1.75,1540,9000,8,3,0,0,44,550853.3741,5284869.277,5.69019608
14305,1.75,1850,3060,7,3,0,0,86,551936.3019,5281199.856,5.730782276
14306,2,2270,18450,7,3,0,0,54,555764.1495,5241700.85,5.574031268
14307,1.5,1010,2102,7,3,0,0,31,546947.8641,5276189.225,5.568201724
14308,2.5,2260,10087,8,3,0,0,48,565550.5287,5272011.75,5.800717078
14309,2.5,2860,4500,8,3,0,2,100,547240.3049,5277180.785,6.088136089
14310,1,1020,3200,7,3,0,0,88,549352.8096,5276064.617,5.667452953
14311,1,1100,7323,7,3,0,0,33,547638.5994,5237295.079,5.255151851
14312,2.25,3040,9690,9,4,0,0,37,562475.4937,5271322.216,5.880813592
14313,2.5,2020,4350,9,5,0,0,72,544307.8823,5277602.312,5.938519725
14314,3.5,4490,6000,10,3,0,0,9,569762.7699,5265547.104,5.949390007
14315,1,770,6731,6,4,0,0,72,551568.5568,5288799.13,5.498310554
14316,2.5,1980,5909,8,3,0,0,12,561506.8563,5248971.324,5.487915731
14317,1.5,1690,3245,8,3,0,0,86,547031.0235,5265864.57,5.643452676
14318,2.25,1900,7200,8,3,0,0,38,547293.7888,5261287.588,5.685741739
14319,1,1060,8187,6,4,0,0,63,548794.979,5288808.484,5.404833717
14320,1,920,10000,7,4,0,0,34,559278.1435,5282570.52,5.744684063
14321,1,1490,5700,7,3,0,0,99,550236.1976,5278161.723,5.762303363
14322,1,950,6426,7,3,0,0,66,547388.5132,5268179.252,5.633468456
14323,1,1280,10521,7,3,0,0,55,553627.502,5252250.627,5.298853076
14324,2.5,2510,7992,8,3,0,0,37,553980.245,5246696.722,5.503790683
14325,0.75,1020,1350,7,3,0,0,6,552699.8897,5271459.121,5.604335153
14326,3.25,2820,3275,8,3,0,0,9,553889.5726,5264745.653,5.664171705
14327,1,1290,10125,7,4,0,0,59,555077.0359,5290343.022,5.558708571
14328,3,2330,10327,9,3,0,0,17,562693.6505,5285952.03,5.786751422
14329,2.5,4660,7157,9,3,0,0,12,563521.8366,5264986.883,5.880813592
14330,2.25,2010,10760,8,3,0,0,30,567263.3894,5286414.437,5.781755375
14331,1,1120,12625,7,3,0,3,75,546282.7544,5265325.107,5.556302501
14332,3.5,1560,2198,8,3,0,0,9,544892.6746,5269926.713,5.748188027
14333,1.75,2040,15695,8,4,0,0,56,549861.9079,5251550.574,5.655618584
14334,4.5,3830,6988,7,3,0,0,77,549674.6716,5282358.258,5.778150527
14335,2.5,1680,1683,9,3,0,0,1,547018.4939,5276745.522,5.79930608
14336,1.5,1840,9009,7,3,0,0,50,551455.2695,5250508.473,5.418301291
14337,1,1150,9186,7,3,0,0,69,550452.1375,5261847.456,5.511816541
14338,2,1260,4125,6,3,0,0,17,554362.5956,5254324.661,5.334453751
14339,3.5,4800,14984,11,3,0,2,17,564100.645,5267116.153,6.130333768
14340,1.5,1030,5923,8,3,0,0,75,552178.2035,5279334.741,5.720159303
14341,1,1390,6160,7,4,0,0,66,549640.2824,5286381.509,5.597695186
14342,3.25,1490,902,8,3,0,0,14,550780.4414,5276032.429,5.698970004
14343,2,1290,886,7,3,0,0,11,552877.5885,5284987.385,5.491361694
14344,3.5,4140,7089,10,3,0,0,12,560014.6066,5283923.002,5.929418926
14345,1.75,1410,5000,7,4,0,0,92,545414.9184,5280100.501,5.740362689
14346,2.5,1680,5000,8,3,0,0,28,545720.4126,5240858.552,5.456366033
14347,1,800,5150,6,4,0,0,66,554622.891,5266819.773,5.544068044
14348,2,1940,6000,7,5,0,0,70,553506.8734,5281814.296,5.763427994
14349,2.25,1740,7345,7,3,0,0,42,553985.551,5246118.832,5.431363764
14350,2.5,2730,7246,9,3,0,0,17,562119.2354,5262393.172,5.728353782
14351,2.25,1990,7320,7,4,0,0,50,546974.3465,5263552.332,5.653212514
14352,1.75,1460,4800,7,5,0,0,65,549599.5398,5282368.731,5.73239376
14353,2.75,3140,10918,8,3,0,0,47,556785.9065,5284190.655,5.755874856
14354,1,980,5110,7,4,0,0,76,551468.1768,5283207.47,5.562292864
14355,3,2460,10401,7,5,0,0,68,553633.265,5284382.995,5.755874856
14356,2,2280,19000,6,3,0,0,91,548304.8748,5257405.848,5.562292864
14357,1,1160,9375,7,3,0,0,48,569493.9523,5288030.228,5.579783597
14358,1.5,1740,4200,7,4,0,0,95,547962.1118,5280732.25,5.744292983
14359,1,3020,4800,7,3,0,0,114,551639.429,5272349.919,5.799340549
14360,2.5,2130,3545,9,5,0,0,25,548899.4881,5276372.002,6.027349608
14361,3.25,2780,7875,9,3,0,0,9,548590.0271,5286428.198,5.84509804
14362,2.25,3060,12095,10,3,0,0,32,567251.8114,5267907.409,5.934498451
14363,3.5,3130,4797,9,3,0,0,1,565515.0223,5268476.762,5.937547479
14364,1,1240,4080,7,3,0,0,90,550074.443,5279505.206,5.795880017
14365,1.5,1890,9450,7,3,0,0,58,549647.5704,5259039.76,5.431363764
14366,2.25,1420,1309,8,3,0,0,9,549111.2364,5277985.404,5.707570176
14367,1.75,2590,6720,7,4,0,0,36,560928.1516,5253822.351,5.523746467
14368,0.75,1240,4000,7,4,0,0,47,552820.5338,5274739.037,5.84509742
14369,2.25,1160,1010,8,3,0,0,9,552523.1969,5274380.68,5.694605199
14370,2.25,1420,3750,7,3,0,0,28,546404.2981,5268971.583,5.612783857
14371,2.5,2760,5750,8,3,0,0,22,552366.6241,5275079.495,5.902818468
14372,1.75,1720,7587,7,4,0,0,34,561819.3946,5240772.13,5.342422681
14373,1,1500,9282,6,5,0,0,49,554180.8696,5257668.414,5.371067862
14374,2.25,1300,1180,8,3,0,0,7,549604.9447,5281735.238,5.711807229
14375,2.5,1600,7295,7,2,0,0,22,563017.2912,5248887.3,5.311753861
